n_subdims,gamma,acc,weighted_f1,macro_f1,fit_time,predict_time
1.0,1.0,0.1224188790560472,0.03862048744779984,0.060893260995178854,3.2379982471466064,0.5599987506866455
1.0,11.0,0.4252704031465093,0.40837922651985303,0.40601528405487797,3.3689980506896973,0.5800023078918457
1.0,21.0,0.2704031465093412,0.18300995651684043,0.19998407222424028,3.402588367462158,0.5740313529968262
1.0,31.0,0.16273352999016716,0.07320452983382648,0.09223675022130921,4.309389591217041,0.6090290546417236
1.0,41.0,0.11061946902654868,0.04608871071170779,0.058349687267381926,3.2952513694763184,0.6389985084533691
1.0,51.0,0.09046214355948869,0.037654383982100796,0.046150721756907806,3.3689916133880615,0.6199979782104492
